Rhodotorula araucariae,4095344
Thermovenabulum gondwanense,16876
Niabella,597252
Skermanella,277143
Koshicola spirodelophila,5917692
Nassulidae,354059
Vannella sp. ELH3,5603467
Fodinomyces uranophilus,4072165
Ophiosphaerella,282732
Primnoa sp. n. A MLT-2014,5676132
Bodomorpha sp. HFCC 926,572899
Halteria sp. bBoG1,5986657
Sellaphora,974005
Schizonella,644111
Strophariaceae,590456
Desulfotomaculum ruminis,1064053
Cyclidium sp.,310003
Zhongshania guokunii,4790626
Thermogemmatispora carboxidivorans,5245633
Clastostelium recurvatum,268410
Lysinibacillus endophyticus,7018865
Arachnopeziza obtusipila,3711682
Cellulomonas,260517
Geopora cf. cooperi SOC 1603,346303
Alkalibacterium olivapovliticus,904411
Tritirachium egenum,784587
Ophryoscolecidae,1032449
Dunaliella parva,347092
Saccotheciaceae,5347805
Rhodotorula mucilaginosa,3790238
Moorella thermoacetica,68260
Malassezia restricta,604329
Kondoa,1032939
Colpophyllia natans,706974
Aneurinibacillus aneurinilyticus,5893996
Marinospirillum sp. JA620,11777
Roseivivax,87136
Pseudoteratosphaeria perpendicularis,274750
Alcanivorax indicus,119919
Leucoagaricus sardous,3819024
Porticoccus,4788251
Clostridiales Family XII. Incertae Sedis,None
Ferruginibacter,560825
Planctomyces sp. FF15,289420
Corallococcus,971186
Cordyceps militaris,262721
Irregularibacter muris,5895794
Cryptococcus sp. PYCC 5266,207254
Cyclotrichium cyclokaryon,636700
Monoblepharella,305141
Cryptosporidium sp. CSP06,4032203
Filobacillus,294510
Scleropodium touretii,925534
Chlorococcum sp. SAG 2467,5661775
Stichotricha aculeata,2822673
Altererythrobacter sp.,450690
Calvatia fragilis,412077
Paravannella minima,5384758
Axinella damicornis,187786
Ochroconis tshawytschae,550866
Sphingomonas sp.,683414
Thecamoebida,526383
Sphingomonas sp. 44/40,595434
Halorhodospira neutriphila,6385
Dioithona oculata,131541
Aneurinibacillus sp. DMB38,5893992
Marinobacterium stanieri,675769
Bodomorpha sp. HFCC 92,690257
Subsaxibacter arcticus,5614522
Angustibacter aerolatus,514935
Lamprocystis purpurea,383337
Exanthemachrysis,975740
Kiloniella litopenaei,5588086
Niastella sp.,41123
Neonectria ditissima,1028575
Molgula,792373
Haliscomenobacter,16367
Coraliomargarita,1068359
Chondromyces robustus,920726
Caldimonas hydrothermale,750885
Cytophaga aurantiaca,1033482
Hyalosphenia elegans,514194
Wallemiales,1051919
Pelobacter carbinolicus,1073964
Nolanea strictior,5445844
Bradyrhizobium sp. Kus-2,872630
Hymeniacidon,119447
Micromonas sp. RCC834,216381
Wenyingzhuangia marina,113890
Inocybe rivularis,687221
Nocardioides sp. MSL 21,199170
Chondria dangeardii,590357
Septoglomus,710334
Chaetoceros sp. SS628-11,5397960
Bacillus funiculus,403169
Closterium baillyanum,3854851
Virgibacillus sp. R368,418245
Protaspis sp. CC-2009a,454055
Desulfohalobiaceae,35692
Proboscidactyla flavicirrata,168733
Pseudolachnea fraxini,1029202
Racemicystis persica,5997770
Cystobasidiopsis lophatheri,509275
Ceratobasidium sp. 16 BA-2012,128281
Paenibacillus chondroitinus,577112
Sulfuricella denitrificans,845321
Phenylobacterium sp. enrichment culture,None
Ectopleura larynx,183506
Melica uniflora,138132
Phenylobacterium sp. enrichment culture clone LplF-80,None
Agaricus bisporus,564405
Cladosporium austrohemisphaericum,5977357
Trechispora sp. DLL2011-1,5436633
Bovista plumbea,932607
Ferrimonas,636890
Petriella sp.,809124
Aphanomyces laevis,1008857
Phoma sp. 203,563681
Sebacinales,256533
Appendicularia,534064
Exophiala placitae,597601
Nothoholosticha fasciola,1082201
[Candida] pseudolambica,160786
Psathyrella sp. MLB-2010b,479684
Exidia,133079
Linopodes sp. AD1085,7099538
Gracilimonas tropica,856896
Opitutus terrae,1030401
Antarctosaccion applanatum,1031231
Sediminibacterium sp. OTC15,5615551
Blidingia dawsonii,66075
Chlorocystis,157844
Spumella sp. TGS1,4029333
Pleomorphomonas sp. SM-2017,7024280
Athamas cf. whitmeei JXZ-2013,4692943
Phaeosphaeria poagena,5714200
Rhizobium sp. CHNTR26,458195
Dorylaimoides sp. WJW-2016,6163991
Oceanicella actignis,805226
Heterosigma akashiwo,427257
Antedon sp. MMS-2014,5708011
Glomus sp. 8 ZHNL-2013f,5670593
Galiicola pseudophaeosphaeria,5978372
Nuclearia delicatula,619455
Coraliomargarita akajimensis,730532
Pennaria disticha,707213
Spiribacter,5172864
Roseobacter denitrificans,231789
Mastigamoebidae,815958
Chaunacanthida,45756
Diaporthe citri,855276
Crocinitomix,216009
Deconica citrispora,4103928
Fusarium larvarum,235075
Thielaviopsis paradoxa,815639
Actinoplanes globisporus,120660
Fusarium ciliatum,262011
Thermomicrobium carboxidum,5249454
Xenoacremonium falcatus,5694783
Brumimicrobium,270665
Peziza sp. KH-00.020,857806
Acleris maximana,538970
Erythrobasidium elongatum,38277
Saccharothrix,126139
Bacillus sp. SS10.32,91917
Thielavia,137201
Desulfovibrio sp.,968902
Aspidisca fusca,2822954
Coprinellus eurysporus,1040547
Erythrocladia sp.,804522
Syntrophobacter,507506
Hysterangium sp. 1 RG-2012,5262237
Candidatus Lariskella arthropodarum,1089158
Bradyrhizobium sp. URHA0024,5897564
Thiothrix unzii,91981
Tubeufia cerea,1019032
Sarcocystidae,775241
Corallina,216256
Linepithema humile,1021480
Pyrenochaeta sp. shylm24,315524
Anteholosticha monilata,710791
Tulostoma sp. 10 EL-2016,7521716
Flagellospora,60254
Dioszegia butyracea,1021799
Gymnoascus reesii,7515460
Blastochloris,347848
Poteriospumella lacustris,6033
Coniolariella hispanica,1086867
Tectocepheus sp. BOLD:AAL8187,903607
Minutocellus polymorphus,303306
Pythium apiculatum,883506
Kriegeria eriophori,81204
Dongia soli,4750871
Venturia hystrioides,274721
Isosphaera sp. Br2-1,519168
Ophiostoma,1099017
Mariannaea dimorpha,5481815
Desulfurivibrio alkaliphilus,64783
Sordariomycetes,915737
Flavobacterium tructae,880353
Adula falcatoides,685155
Clostridium sp. enrichment culture clone HT3,5197427
Halomonas zincidurans,444131
Polycirrus sp. THS-2008,632038
Bresslauides discoideus,1027212
Hyalodiscus sp. ECT3681,505203
Sporosalibacterium faouarense,601276
Thermoactinomyces khenchelensis,5369282
Dactylosporangium,33474
Ceratobasidium sp. AG-G,857895
[Clostridium] cellulolyticum,None
Cercomonas rotunda,248523
Fusarium burgessii,5317151
Comoclathris sp. DW-2016a,6377601
Sphingomonas sp. S4-A16,612646
Geastrum kotlabae,910594
Mycocentrospora,260941
Sclerencoelia fascicularis,1005971
Seinonella peptonophila,627689
Erythrobasidiaceae,480040
Umezawaea endophytica,5643650
Terrimonas rhizosphaerae,222300
Hyalosira tropicalis,983608
Metarhizium anisopliae,314588
Halofilum ochraceum,5587971
Articulospora proliferata,144946
Discocephalus ehrenbergi,884745
Haliscomenobacter hydrossis,589020
Ureibacillus thermophilus,341339
Roseivirga,197806
Zoogloea,838398
Phoma herbarum,437937
Desulfocella,624922
Cnidaria,641033
Bondarzewia sp. CLZ-2016a,7525838
Pentapharsodinium tyrrhenicum,1037261
Lecanora strobilina,3775931
Chlamydomonas sp. CCAP 11/161,307485
Oceanibaculum indicum,561090
Singulisphaera sp. Io4-3,1096530
Kocuria rosea,720570
Discinisca cf. tenuis,377007
Desulfobulbus sp. LB2,687207
Vermamoeba vermiformis,68580
Phyllophoraceae,411728
Hydrogenophaga sp. SG63,5903313
Allomyces macrogynus,227743
Endothiovibrio diazotrophicus,4788290
Puniceicoccus vermicola,350955
Rutstroemia firma,102844
Haloarcula,1014
Praya reticulata,945666
Cercomonas jendrali,1048265
Desulfatiglans sp.,5588737
Nitrosospira sp. 17SS,302735
Portibacter sp. KC69,5887242
Rubrobacter taiwanensis,59895
Mollicutes,174601
Peronospora,993569
Aliidongia dinghuensis,5900742
Lophiostoma,4079084
Dinobryaceae,554980
Ceriporia purpurea,569044
Pycnopeziza sympodialis,1005982
Phellinus laevigatus,19396
Pseudobensingtonia ingoldii,1060946
Chondromyces apiculatus,424500
Subplenodomus galicola,7513276
Solmissus albescens,3681042
Lagenidium sp. PWL-2010h,340782
Hymenopleella hippophaeicola,5982634
Encyonema sp. WJS-2015b,7552592
Sediminibacterium sp. I-28,122944
Peziza campestris,643972
Ornatilinea apprima,291274
Mycale fibrexilis,173161
Tricholoma,831065
Apiotrichum laibachii,542841
Microvirga massiliensis,231200
Craticula cuspidata,148817
Coniella,293508
Stenoplax alata,1048972
Saprospira sp. SS90-1,919292
Uliginosibacterium sp. M1-21,7030391
Parateratosphaeria,5715040
Gemmabryum dichotomum,3857047
Kulikovia,7502792
Didymiaceae,41196
Sellaphora bacillum,670175
Neocamarosporium korfii,7514041
Dielsiochloa floribunda,450374
Verpa conica,1054387
Capnobotryella sp. MA 4775,783115
Cycloclasticus sp. H4,234317
Knufia marmoricola,5714289
Genea cephalonicae,6380669
Candidatus Soleaferrea massiliensis,5605142
Glyceria,1019667
Thalassobaculum,828013
Synedra sp.,437656
Bacillus sp. enrichment culture clone NHT66,None
Durinskia,752514
Beroe cucumis,58281
Vexillifera bacillipedes,981483
Desulfococcus sp. enrichment culture clone CIBANICRA-SRB57,None
Candidatus Hemipteriphilus asiaticus,5900989
Hyphomicrobium sp. WG6,629828
Nitzschia vitrea,376551
Pseudomonas sp. YRR04,691145
Helvellosebacina,5423532
Mariniphaga,5580485
Isoptericola,31273
Succinatimonas hippei,66942
Paraburkholderia tropica,1092393
Acidisphaera sp. S92,5635571
Kushneria pakistanensis,5625502
Eccrinaceae,128696
Peridiniaceae,800482
Sphingomonas morindae,5567608
Hydra oligactis,861529
Aquihabitans daechungensis,4769356
Suessiaceae,183161
Acidovorax sp.,605303
Folliculina WWS-2008,857036
Dyadobacter sp. 4_38,5254489
Gymnodiniales,274338
Leptosphaeria maculans,581438
Azospirillum sp. enrichment culture clone yan50,5169905
Chlorothrix sp. ChloPac47SI,111229
Peyssonnelia,168826
Sphaerosporella sp.,163545
Chilodonellidae,628626
Chlamydodontida,331186
Pseudosplanchnonema phorcioides,3728126
Noviherbaspirillum malthae,474194
Sporosarcina globispora,715503
Olsenella profusa,879250
Alpova,378892
Microbulbifer,600380
Thermoplasma sp. 67.1,13293
Cortinarius sp. 400 VM-2015,5983687
Chaetomella,314429
Anthoathecata,590271
Actinocyclus curvatulus,1075851
Nitrosospira multiformis,822754
Olsenella sp. D6,5651982
Fusarium avenaceum,406461
Zymobacter palmae,108695
Rhodanobacter lindaniclasticus,937812
Periconia macrospinosa,534263
Lactarius xanthogalactus,591491
Pinnularia sp. 12 CS-2011,405542
Rugosimonospora,636029
Gymnopus dryophilus,368138
Dominikia sp. IB 2012/0125,7510964
Pajaroellobacter abortibovis,5997769
Lepiota sp. Vellinga 2608,700313
Cryptococcus sp. 2 IA06,5683225
Sphingosinicella sp.,714708
Monosiga ovata,309875
Chaetosphaeriaceae,737940
Rhizobium leguminosarum,43976
Claroideoglomus drummondii,296445
Singulisphaera,1006528
Tomentella sp. SYN 924,685302
Plumularia setacea,566402
Dichotomopilus funicola,237836
Alkanibacter difficilis,1093720
Macrobiotus hufelandi,998162
Acetomicrobium,343175
Kaistia soli,939205
Colletotrichum tamarilloi,608243
Thioprofundum lithotrophicum,469180
Albugo,658784
Inocybe cf. soriora JMP0032,570205
Aleuria aurantia,880971
Cladophora albida,891543
Dioszegia rishiriensis,602384
Entosthodon,607567
Chlamydomonas nivalis,106687
Scelolyperus lecontii,1066778
Arthrinium phaeospermum,338541
Cellvibrio sp. J115(2013),261651
Geobacter thiogenes,529458
Staurodesmus extensus,19475
Chitinophaga sp. VPMK53I,5993358
Puccinia pelargonii-zonalis,725467
Flosculariidae,681210
Siccationidurans metalli,5291303
Desulfofrigus,763837
Hemiselmis cryptochromatica,824458
Oceanicoccus sp. KOV_DT_Chl,7031898
Propionivibrio,1028762
Taeniacanthidae,644816
Robiginitalea sp. CAU 1307,5993306
Aneurinibacillus sp. BAB-5497,5657471
Bangiopsis subsimplex,1041967
Thiocystis,665912
Tropicimonas aquimaris,171411
Sphingobium,408608
Turicibacter,626694
Odontosyllis polycera,305810
Venturia viennotii,13448
Glomus sp. 5034rb,682959
Leucosporidium scottii,285462
Scutacaridae,105541
Tricholomopsis decora,835499
Chloroflexus islandicus,5604770
Navicula cari,415663
Pleuropogon californicus,3950842
Mastigamoeba abducta,591955
Gonyostomum semen,906050
Mucilaginibacter gotjawali,5615460
Achromatium,877028
Hydnellum spongiosipes,869803
Desulfosporosinus burensis,530135
Trimyema,179398
Klebsormidiaceae,799388
Methylocystis,992089
Hemiselmis,801159
Alternaria solani,49587
Hartmannella cantabrigiensis,580841
Lophiostoma sp. AK190/05,5713880
Desulfotomaculum sp. For-1,271938
Placoneis clementis,2814689
Lolium canariense,652850
Bacidina,252251
Hartmannulidae,1028153
Pythiogeton ramosum,46107
Cyberlindnera,362438
Graphiola phoenicis,285445
Apoglossum ruscifolium,637315
Lactarius atlanticus,87759
Sunxiuqinia faeciviva,4768396
Rhodobacter sp. S2.2,5900221
Chattonella,385778
Streptomyces flavoviridis,1068944
Tuberaceae,526210
Goniomonas sp. SH-5,375895
Komagataella phaffii,312896
Desulfobulbaceae,846631
Filosporella,4094397
Pleurosira laevis,959249
Dinobryon sociale,5251192
Chrysomya pinguis,245323
Salishia,743238
Marinilabilia nitratireducens,66112
Pseudomonas sp. ICB370,1060321
Metaurostylopsis,619273
Darksidea alpha,5713913
Ulocladium sp. BLE7,287368
Larkinella ripae,5993117
Darksidea delta,5713909
Prorodon teres,1010083
Thermus thermophilus,276534
Euplotes dammamensis,5219331
Sphingosinicella vermicomposti,851456
Schizothecium glutinans,237984
Terrimonas aquatica,83465
Callithamnion baileyi,246394
Haloferula,257865
Devosia sp. enrichment culture clone R2.4-173,None
Azospirillum sp. enrichment culture clone VanCtr101,5169899
Lumbricillus cf. helgolandicus MJK-2016,7486883
Paraphysomonas foraminifera,498748
Natranaerobius thermophilus,557511
Rubrobacter sp. CBF L56,591683
Brevundimonas sp.,759647
Clostridium sp. E033,774176
Chlorella sp. UMPCCC 1229,5584563
Desulfovibrio sp. enrichment culture clone Jdgsrb011,5164419
Taeniacanthus kitamakura,877981
Arthrobotrys gephyropaga,327520
Frankia sp.,350249
Haliclona sp. OGL2003,752259
Nitrobacter winogradskyi,831090
Beauveria felina,44248
Wenxinia,201767
Comoclathris italica,6377600
Formosa sp. Hel3_A1_48,5234663
Glomus sp. BHICB-J-Glo1,781562
Acidaminococcus,1006949
Kentrophoros sp. BT,7529082
Flavicella marina,5615209
Epichloe,908827
Plocamium maggsiae,921446
Lophiostoma corticola,781340
Pterosiphonia sp. 3baileyi,5654213
Cunea thuwala,5603496
Paraburkholderia graminis,481277
Pseudobacter ginsenosidimutans,871335
Lulwoana sp. MUT 1483,5982277
Aetherobacter,88140
Neptunomonas sp. AC122-M32,5908565
Aora gracilis,268589
Stagonospora bicolor,538134
Psychrobacillus,439811
Oceanospirillum,956167
Burkholderia,445578
Ulva taeniata,876076
Trochochilodon flavus,107100
Cladorhiza corallophila,6374255
Sporobolomyces ruberrimus,912500
Desulfomicrobium sp. STP10,779260
Frustulia vulgaris,723351
Ascochyta skagwayensis,211634
Trichosporon sp. shinodae,None
Dunaliella sp. SPMO 200-2,913576
Troglodytella abrassarti,841392
Hohenbuehelia,5342155
Cymostachys,6379784
Pluteus cervinus,307633
Coleps hirtus,17828
Gomphonemataceae,1033660
Cancrincola plumipes,977892
Enterobacter sp. C6-6,128271
Coccobotrys,421222
Chlorophyceae,275989
Rachicladosporium pini,789760
Ochromonadales,4922575
Dominikia bernensis,5670648
Williamwhitmania taraxaci,5913799
Podospora didyma,224397
Maricurvus nonylphenolicus,442177
Sandaracinobacter sibiricus,964531
Chloroflexus aggregans,573694
Sanguibacter,301798
Endectyon delaubenfelsi,776733
Rhizophydium sp. JEL316,378126
Pandanales,17708
Magnusiomyces ingens,713279
Sphaeropsis porosa,1074396
Rhizophydium,5420841
Reclinomonas americana,429200
Septofusidium berolinense,3756138
Clavularia inflata,797476
Pseudomonas sp. ND10,940867
Bracteacoccus,1067106
Trechispora sp.,226640
Desmodesmus abundans,893359
Gracilimonas sp. HME9591,5383989
Bdellovibrio bacteriovorus,379944
Seiridium cardinale,530238
Brandtodinium nutricula,4038171
Wojnowiciella dactylidis,5714163
Pythium okanoganense,375377
Exophiala jeanselmei,1041470
Lysilla sp. THS-2012,1053496
Chthoniobacteraceae,5249348
Perenniporia medulla-panis,1066794
Mangrovibacterium diazotrophicum,650027
Cochlodinium fulvescens,1001071
Limnadopsis birchii,964999
Sellaphoraceae,548612
Microallomyces dendroideus,3852851
Inocybe curvipes,430206
Sulfitobacter,364741
Coxiella cheraxi,1075609
Gelidiella acerosa,467511
Bacillus sp. BCF5,869703
Candidatus Brocadia caroliniensis,292445
Stenhelia sp. Greenland-RJH-2007,14263
Thalassiosira minima,1050505
Rubrivirga,5286850
Clytia hemisphaerica,33385
Placozoa,570376
Syntrophorhabdaceae,12761
Cryptomonas tetrapyrenoidosa,852295
Pseudobodo sp. KD51,5282361
Lagenidium giganteum,1058308
Beauveria pseudobassiana,606558
Trichosporon,364222
Sarcocystis sp. CET,5668192
Klebsormidium,799394
Boveria subcylindrica,743846
Tilletia ehrhartae,507707
Mycocalicium,711444
Polaromonas,153401
Ureibacillus sp. MM122,967352
Thelephora caryophyllea,846930
Oceaniovalibus sp. CPA-138,5899846
Cellulophaga algicola,634120
Simplicispira metamorpha,1023966
Claussenomyces sp. GM-2017a,7516771
Penicillium solitum,164037
Mycosphaerella fimbriata,404583
Parastagonospora nodorum,562295
Cryptophyta,491172
Shimia,284780
Terriglobus sp. L56,5642338
Tissierella sp. LW10,623309
Mycocentrospora acerina,260936
Nanomia cara,945668
Tropicibacter sp. KYW 600,179504
Actinocorallia longicatena,701946
Tylopilus porphyrosporus,3835488
Lulworthia cf. purpurea FCUL280207CF9,5219878
Micropsectra polita,480324
Paenibacillus sp. R172,632514
Pachyphlodes melanoxanthus,757885
Filomicrobium,139536
Alteromonas sp. Gp-4-13.1,5174816
Mysidella typica,662326
Preussia,227035
Bacillus sp.,1068896
Labilibacter marinus,5352919
Nitrospira sp. enrichment culture clone 83,None
Placoneis hambergii,1098604
Pseudophialophora schizachyrii,5709285
Mycosphaerella sp. KH00254,95854
Salinicola,449065
Planosporangium mesophilum,304709
Cyphoderia littoralis,1029964
Luteolibacter sp. M67,4795795
Rhizopogon zelleri,760983
Rhodopseudomonas sp. enrichment culture clone CS1,None
Geobacillus,36725
Glenodiniopsis steinii,363132
Pseudahrensia todarodis,5636350
Amynthas sp. HN201002-02,5705771
Phaeodactylum tricornutum,529438
Uroglena sp. CCMP2768,822557
Penicillium atramentosum,840879
Exophiala psychrophila,238344
Phaeosphaeria,736911
Rhodovulum sp. YS33,7026101
Anystidae,361315
Melanogaster variegatus,859492
Alnicola umbrina,76726
Carboxydothermus ferrireducens,159066
Lophiostoma macrostomoides,808975
Roya anglica,916143
[Candida] haemulonis,804235
Phragmocephala garethjonesii,5670418
Cortinarius delibutus,314627
Aureitalea marina,501662
Scolelepis,58639
Prosuberites laughlini,50317
Clitocybe,891814
Herbaspirillum sp. TSO28-3,6821
Achnanthes brevipes,303303
Boletus sp. 2 AF-2013,4106086
Colletotrichum siamense,594063
Tateyamaria pelophila,365192
Erythromicrobium sp. BF8,487077
Meliniomyces variabilis,449958
Sporidiobolus salmonicolor,889809
Cellulosimicrobium,86985
Penicillium restrictum,298803
Nusuttodinium poecilochroum,741896
Dicranophoridae,513189
Rhodovulum,862281
Listeria weihenstephanensis,298631
Cesiribacter sp. JJ021,195869
Dactylonectria pauciseptata,887320
Spongiibacter marinus,961383
Nitrospiraceae,1024716
Asanoa sp. I12A-02658,5882419
[Candida] intermedia,938127
aff. Pleospora welwitschiae,6377943
Cellulophaga baltica,409785
Chelativorans multitrophicus,372798
Roussoella neopustulans,5714242
Thalassiosira anguste-lineata,329320
Pontibacter sp. RCML-11,792221
Kroppenstedtia sp. STS2,5606618
Xanthobacter sp. LAA-2009-i49,438673
Karyorelictea,1002119
Pseudochilodonopsis sp. 1 WS-2013,5986534
Halosimplex,973822
Paraconiothyrium cyclothyrioides,616740
Daptonema,10160
Podosphaera caricicola,3715488
Acanthamoeba polyphaga,120243
Nannochloris bacillaris,816028
Caulobacter sp. LCSAOTU30,690555
Pseudonocardia spinosispora,330180
Methylocaldum marinum,5378085
Noviherbaspirillum sp.,5166873
Luteimonas,52777
Cylindrocarpon sp. 1 PB-2014,5709926
Cryptosporidium felis,898811
Sphingomonas sp. BR12188,80718
Radiococcus sp. WJT66VFNP78,951451
Actinoplanes tereljensis,197043
Belnapia sp. D1B50,5635575
Paenisporosarcina sp. MD-A26,5606321
Papiliotrema fuscus,899311
Geobacter sp. R-HL6,5642308
Pseudo-nitzschia calliantha,303162
Pleospora,392284
Aspergillus sp. NRRL 145,970964
Inocybe proximella,846609
Xanthobacter flavus,491220
Ilyocypris,499572
Hymenobacter roseosalivarius,808260
Desulfonatronospira,723374
Tenacibaculum sp. LPB0136,5887079
Microcera sp.,235092
Syrrhopodon mahensis,237176
Giesbergeria,1072127
Hydrolithon,713301
Thermobrachium celere,595983
Methylophilaceae,344389
Dioszegia crocea,1010618
Chitinophaga sp. WW1(2011),102602
Myriangium sp. HK,5977876
Marinifilaceae,5586314
Clostridium sp. DY192,1011840
Oxytricha sp. Steamboat Hot Springs,4030826
Pyrenochaeta lycopersici,644424
Lepiota nigrescentipes,749821
Derxomyces huiaensis,512988
Aphanochaete repens,750362
Pleurotus djamor,38635
