Phyllochaetopterus socialis,618217
Kamienskia perpusilla,5362599
Nesameletus sp. SW-2008,447461
Caddella sp. 1 SG-2014,5511714
Granulicella paludicola,944878
Lentzea waywayandensis,27539
Zeaxanthinibacter enoshimensis,569195
Promicromonosporaceae,856874
Myrmecridium phragmitis,266113
Aquitalea denitrificans,343505
Synura uvella,618760
Methanomassiliicoccaceae,5580306
Pelistega suis,5619818
Mycetophilidae,1008047
Aposphaeria corallinolutea,928519
Conidiobolus lamprauges,178190
Rhizobium sp. TCK,1060290
Stagonospora sp. DM,5978422
Nectriopsis rexiana,7518290
Pseudomonas argentinensis,249998
Ciboria aestivalis,3714746
Armillaria nabsnona,341622
Coniochaetaceae,812336
Trischistoma monohystera,560379
Propionibacteriales,282090
Monascus purpureus,376359
Parvibaculum sp. MBNA2,1062569
Enterococcus hirae,594508
Coxiella cheraxi,1075609
Ferrimonas sp. A3B-64-2,529367
Chaetosphaeria sp. TMS-2011,948741
Rubricoccaceae,5886373
Micractinium sp. NIES-151,429211
Atheta brunneipennis,5837356
Melica bulbosa,271613
Pseudosiderastrea tayami,7507399
Fluviicola sp. THG-D9,5615231
Cryptosporidium meleagridis,127590
Anaerolineae,974241
Prasiolales,94363
Acidaminobacter sp. CJ5,1074612
Asterionellopsis guyunusae,5398346
Mycena pelianthina,375082
Rhizoclosmatium sp. JEL347-h,958912
Gonium pectorale,361837
Pedobacter sp. FGR-05,5615273
Ramichloridium indicum,626713
Terrimonas rhizosphaerae,222300
Insecta,1062253
Phomopsis sp. E9622C,649223
Terebellidae,106108
Phialophora sp. C16,696407
Clostridium sp. FG4,222516
Cyberlindnera jadinii,284117
Alternaria geniostomatis,817160
Entorrhiza aschersoniana,1045807
Hydra circumcincta,149372
Thermanaerovibrio velox,160358
Crangonyx subterraneus,1030843
Vishniacozyma carnescens,101361
Conexibacter arvalis,418825
Hydnophora exesa,337254
Devosia submarina,8346
Granulicella tundricola,1098766
Skeletonema dohrnii,810367
Heliimonas saccharivorans,4768376
Staphylinidae,431234
Schizothecium inaequale,880455
Thalassiosira aestivalis,1015035
Stauroneis anceps,1098602
Lopadostoma americanum,5482408
Planococcus sp. BJGMM-B14,976008
Alfaria terrestris,6379701
Dunaliella salina,347103
Sporidiobolus salmonicolor,889809
Chitinophaga sp. MJM 38,5383424
Hyphomicrobium vulgare,598153
Listeria monocytogenes,1038312
Achlya radiosa,98330
Lagenidium sp. PWL-2010f,340777
Jania sagittata,131849
Disciseda candida,192637
Haliangium ochraceum,652441
Catabacter hongkongensis,944069
Deefgea sp.,784358
Wiesneriomyces laurinus,4094244
Chlamydomonas sp. MACC 835,7042201
Cystobacter fuscus,872689
Balneolaceae,5913266
Pteromonas protracta,727977
Clostridium sp. 6-44,215014
Tomentellopsis bresadoliana,920256
Bradyrhizobium sp. ISA0406,5283578
Cavicella subterranea,5238884
Lysobacter sp. DNG7,509109
Cistella sp.,1059614
Penicillium corylophilum,724251
Cryptococcus sp. 2256 FePP,5985497
Nannochloris sp. MBTD-CMFRI-S048,5584625
Zymoseptoria passerinii,906429
Penicillium atramentosum,840879
Chlamydomonas sp. CCAP 11/139,1046130
Paenibacillus sp. W1.09-40,5243085
Lysinibacillus endophyticus,7018865
Valsaria spartii,3698509
Aquamicrobium aestuarii,343823
Verrucomicrobium spinosum,453935
Premilcurensis senecionis,5978418
Funneliformis coronatum,219924
Gastrophysa viridula,535625
Aspergillus udagawae,5310655
Preussia sp.,227035
Ulva pertusa,375206
Alcaligenaceae,324575
Arenicella xantha,4788184
Thermoactinomyces khenchelensis,5369282
Bradyrhizobiaceae,810830
Bannoa hahajimensis,731832
Hebeloma plesiocistum,1082470
Gemmata sp. Br1-2,329476
Desulfobulbus sp. McCal 25m,None
Steroidobacter denitrificans,875594
Ulva taeniata,876076
Pedinomonas sp. UTEX LB 1027,None
Lachnocladiaceae,989768
Aneurinibacillus aneurinilyticus,5893996
Rhinocladiella anceps,436311
Pibocella sp. UDC543,311244
Pilidium concavum,181908
Cladorrhinum flexuosum,5316564
Acetobacteraceae,551974
Thelonectria veuillotiana,516295
Anomobryum gemmigerum,384508
Nocardioides immobilis,7004649
Cellvibrionaceae,5575234
Chytriodinium sp. Atlantic,5663420
Colpodidae,129113
Stereum sanguinolentum,333719
Parastagonospora forlicesenica,7513656
Marinobacter hydrocarbonoclasticus,564407
Coenochloris signiensis,530747
Thiomicrospira sp.,530935
Chloromonas oogama,112010
Scutellinia sp. NEFU36,5452994
Conocybe nitrophila,5983646
Alternaria scirpicola,5318824
Anopheles culicifacies,624723
Scutacaridae,105541
Bacillus sp. IDA1442,734341
Cladosporium sphaerospermum,128631
Collarina aurantiaca,5709802
Drechslera poae,634701
Liliopsida,1058517
Powellomyces hirtus,306895
Lectera colletotrichoides,683080
Xylodon apacheriensis,3804864
Marivirga sp.,967893
Capronia epimyces,360990
Telestula cf. spiculicola SCF-2009,494863
Pandanales,17708
Lithophyllum margaritae,4009580
Verrucocladosporium dirinae,528425
Tricholoma leucophyllum,332243
Berkleasmium sp. N81,5696897
Halophytophthora epistomium,897908
Pythium insidiosum,120638
Amaricoccus kaplicensis,142051
Lactobacillus plantarum,337286
Caldicoprobacter algeriensis,484301
Spirosoma sp.,453312
Microbacterium phyllosphaerae,1059388
Yamadazyma sp. DMKU-CE23,5674133
Chryseobacterium halperniae,27111
Clostridium sp. AN-BS1C,194008
Pythium sp. LY221g,4028830
Trichosporon asahii,594659
Limonomyces roseipellis,173733
Sagenomella humicola,709986
Enterobacter sp. PG132S,4756540
Pelomonas sp. CR2,1042798
Granulicella aggregans,419071
Claroideoglomus etunicatum,464858
Opephora sp. s0357,407287
Geoglossum nigritum,950343
Lacibacterium sp.,5361604
Halorhodospira neutriphila,6385
Scedosporium boydii,3702592
Acidicapsa sp.,275276
Neidium affine,593705
Arcobacter acticola,5904613
Oithona sp. 1 New Caledonia-RJH-2001,200318
Turicibacter sp. H121,5896116
Pedospumella sp. JBM19,7561418
Sigarispora coronillae,5978259
Rhizoctonia sp. 263,264989
Flavobacterium anseonense,607188
Pseudodesulfovibrio indicus,5904518
Plagioselmis prolonga,435980
Phlebia centrifuga,5299673
Aporrectodea longa,128733
Bryometopus sphagni,360257
Nectria sp. F58,221660
Lysinibacillus fusiformis,776813
Stakelama sediminis,754036
Chlamydomonas sp. CCAP 11/158,307488
Caldovatus sediminis,7026411
Phoma pereupyrena,576961
Desulfovibrio hydrothermalis,657507
Euthora timburtonii,213965
Takayama acrotrocha,1044875
Cladorrhinum foecundissimum,587376
Chromatium weissei,1061816
Udeniomyces pyricola,63850
Pterosiphonia gracilis,372531
Leptolinea sp. enrichment culture clone Y223,None
Paraglomeraceae,398097
Ustilaginaceae,809218
Marinobacter sp. Mi 8,5377788
Aspergillus xerophilus,872968
Chaetoceros sp. MBTD-CMFRI-S062,4026029
Rheinheimera aquatica,121080
Synchaetomella acerina,285268
Trichoderma longipile,449303
Azonexus hydrophilus,720093
Desulfobacterium indolicum,58120
Desulfomicrobium apsheronum,148659
Spheciospongia vesparium,771786
Nocardioides sp. W1S3,5643829
Bovista plumbea,932607
Graphis lineola,3786412
Anaerocella delicata,4768157
Actinoplanes durhamensis,384996
Cryptomonadaceae,303538
Winogradskyella sp. RHA_55,29102
Pyropia haitanensis,314016
Paracoccus sp. KJF6-16,626131
Coniosporium sp.,233635
Pleurosigmataceae,518854
Aquisalimonas sp. K25-9C,824499
Chitinispirillum alkaliphilum,4753658
Methylobacterium soli,434237
Lactarius yazooensis,984215
Lysinibacillus sphaericus,1084905
Pelobacter sp. DSM 2984,7030870
Conochilus hippocrepis,1039708
Fulvivirga sp. Bac274,5886352
Cochliatoxum periachtum,1038498
Teleophrys cristulipes,4667498
Geobacter sp.,343177
Pseudo-nitzschia abrensis,5261686
Thauera aromatica,392082
Hemicytherura kajiyamai,736376
Trichosporon sp. shinodae,None
Parmelia sp. Hur R0090039,536203
Citromicrobium sp. CR-25,5901264
Pleuridium acuminatum,40186
Metarhizium granulomatis,893648
Pseudoalteromonas sp. Bsi20492,612218
Devosia sp. BFE1G,5640287
Fusarium cf. avenaceum HY046-07,51343
Rhopalodia gibba,322245
Wolfina aurantiopsis,807466
Minimelanolocus obscurus,4091024
Diaporthe citri,855276
Chilodochona carcini,2828906
Candidatus Dactylopiibacterium carminicum,909618
Melosira ambiqua,235499
Katharina tunicata,837687
Halomonas zincidurans,444131
Haplothrips tenuipennis,5971679
Prosthecobacter fluviatilis,390992
Inocybe acriolens,3809326
Rhodomelaceae,674033
Helicoma monilipes,104167
Terrimonas sp. CB 286475,5887229
Ferrimicrobium acidiphilum,320209
Terebratulida,1027443
Euzebya tangerina,55060
Chloroflexia,5889442
Octadecabacter sp. LPB0143,5899857
Dictyochloris fragrans,502660
Sterigmatomyces halophilus,293763
Epinotia emarginana,3050491
Bromus tectorum,188833
Enterococcus faecium,594429
Belliella pelovolcani,908202
Micrura fasciolata,283793
Capniidae,1081662
Diversisporaceae,1059385
Bradyrhizobium sp. ISA1704,5283538
Chlorophyllum brunneum,949907
Quambalaria pitereka,506668
Rhagidiidae,306212
Humicola grisea,628468
Singulisphaera sp. Io4-3,1096530
Rickettsia endosymbiont of Pnigalio sp.,4780680
Geopora sp. TK1568,259676
Chlamydomonas dorsoventralis,732584
Spiochaetopterus oculatus,5477697
Alexandrium catenella,643101
Sphingosinicella vermicomposti,851456
Aneurinibacillus danicus,7020
Condylostomides sp. NMF-2015,5986755
Jejudonia soesokkakensis,5159620
Bacillus sp. SVUB10,787042
Labrys methylaminiphilus,302862
Pseudoalteromonas sp. BSw20543,104489
Glomerellaceae,155152
Gymnopus dryophilus,368138
Geothrix sp. enrichment culture,None
Granulicella cerasi,4780403
Conexibacter sp.,484114
Saprospira grandis,239202
Saccharomycodes sp. QMW-2015,5674025
Lamtostyla salina,6383484
Sphingobium sp.,408608
Biddulphia alternans,677897
Tephrocybe anthracophila,808344
Phoma sp. R193,182869
Burkholderia cepacia,1017477
Xanthobacter autotrophicus,491235
Spirochaeta sp. JC445,5913399
Anaerobacterium chartisolvens,4792595
Peronospora sp.,993569
Haliea sp. DSW4-36,923818
Polypedilum vespertinum,4469294
Palaeospora spainiae,5976579
Hymenoscyphus sp. SR-F14,5457339
Phenylobacterium deserti,5996353
Desulfobacterium sp. BSv41,991047
Kofleria flava,859328
Ceratobasidium sp. CC31,5685496
Schizophyllum commune,8357
Cercophora sp. CIM1_17,5708663
Mucilaginibacter calamicampi,4768217
Pontibacillus sp. TB238,652194
Luteolibacter algae,402676
Neptunomonas qingdaonensis,30119
Flavobacterium maris,5614943
Aspergillus oryzae,188996
Fuerstia marisgermanicae,7022903
Gyponana octolineata,419723
Lecanora saligna,420622
Polyangium sp.,424491
Cryptosporidium bovis,82779
Thermodesulfovibrio thiophilus,781191
Clavaria fragilis,390393
Aureimonas sp.,1074827
Coeloperix sp. QD FSP2008060904,906935
Sphingomonas sp. A09j,5635159
Thaumarchaeota,102415
Achnanthidium coarctatum,922019
Tumidella tumida,5288102
Jaapia argillacea,7499
Desulfotomaculum thermobenzoicum,877263
Metacyclopina sp. DZMB717,7114757
Rhodanobacter sp. YG-27,524890
Inocybe sp. MHTAR01 ENA22739,5688825
Pleurophoma ossicola,5713907
Julida,969719
Lipobranchius jeffreysii,444813
Terfezia arenaria,839097
Bradyrhizobium sp. PL53,5381715
Pseudaeromonas pectinilytica,5904799
Rhodovibrio salinarum,439522
Bacteriovorax sp. PNEc1,101032
Kwoniella dendrophila,1010621
Sphingomonas crusticola,5635188
Thalassiosira sp. A11 LG-2014,5656101
Coprinopsis stercorea,526869
Ceratodon purpureus,195704
Glomus sp. 8 ZHNL-2013l,5670597
Scotinosphaera sp. CAUP H5305,5152572
Spencermartinsiella ligniputridi,181838
Rudaea sp. UR 1-01,5634569
Phyllopharyngea,498746
Banhegyia cf. setispora G.M. 2015-04-29.1,7512641
Chlamydiia,426797
Arcobacter sp. LPB0137,5904620
Melampsora albertensis,681631
Hexadella pruvoti,950040
Lulworthiales,90655
Volvocaceae,391142
Lipomyces tetrasporus,638674
Cyphellophora pauciseptata,626807
Chroodactylon ornatum,148058
Venturia atriseda,930460
Pasteurellaceae,1098176
Inocybe lacera,356627
Conochilus unicornis,1039709
Kallotenue papyrolyticum,5245635
Phytoplasma sp. RYL-GD,4791593
Gelidiella acerosa,467511
Cardiostomatella vermiformis,216310
Sarcocystis cruzi,252151
Rudaea sp. B0.10-151,5239962
Cortinarius controversus,5305542
Lacihabitans soyangensis,830191
Aphanomyces iridis,457948
Bondarzewia sp. CLZ-2016a,7525838
Pungentus sp. PDL-2005,560370
Choreotrichida,648153
Lyophyllum aff. decastes PBM3069,221809
Metopus es,216403
Laccaria sp.,985684
Acidocella sp. IS10,990687
Thermogutta hypogea,5177542
Magnaporthales,42109
Protomyces lactucaedebilis,607548
Pinnularia subanglica,503412
Raddiella malmeana,4731488
Nolandia orientalis,5986560
Geoglossum fallax,694136
Lutimaribacter marinistellae,5900277
Sediminibacterium goheungense,1007858
Diphascon pingue,565772
Skeletonema potamos,2811518
Parabacteroides distasonis,715048
Vibrio sp. KALAICIBA13,648216
Neonectria candida,None
Peptococcaceae,16701
Hymenobacter roseosalivarius,808260
Tectocepheus sp. BOLD:AAL8187,903607
Aegla ringueleti,539461
Nitrosospira multiformis,822754
Pythiogeton ramosum,46107
Leucosporidium fragarium,337797
bacterium SOSP1-85,4795892
Dioszegia hungarica,603585
Polypodiopsida,166292
Phaeotrichum benjaminii,597866
Terrimonas aquatica,83465
Flavobacterium arsenatis,5383773
Cercophora sparsa,517839
Rasamsonia argillacea,562109
Scleractinia,712383
Acrocalymma medicaginis,4079438
Rhizobium sp. Rh SKM,5639884
Protoblastenia calvella,716099
Diversispora sp. W5257,335601
Dechloromonas sp.,488574
Bursaria sp. 1 MD-2011,843619
Dioithona oculata,131541
Lycoperdon subcretaceum,1070899
Granulicella sapmiensis,55745
Clytia folleata,1085440
Tsukamurella pulmonis,787951
Dolichopoda schiavazzii,414864
Cryptococcus sp. YKS 2004,703962
Herpetosiphon sp. OSI-B2,90432
Actinochloris sphaerica,5153125
Cladophialophora minutissima,21146
Lactobacillus sp. AMC2,473455
Boveria subcylindrica,743846
Oceanirhabdus sediminicola,709351
Cystofilobasidium alribaticum,5683137
Draconarius anthonyi,3559576
Granulicella rosea,944871
Adelina bambarooniae,389670
Pseudomonas sp. Sulf-449,372330
Gracilimonas tropica,856896
Hygrocybe aff. conica PBM 918,860410
Sagenomella griseoviridis,388936
Aquaspirillum putridiconchylium,540565
Brevefilum fermentans,7011617
Chlamydomonas acidophila,421166
Fusicolla sp. CL-2017a,None
Crinipellis sp. VPI4021,924451
Fusarium tricinctum,938587
Lewinella persica,275492
Polydora hoplura,665167
Verrucaria nigrescens,293976
Exophiala angulospora,238330
Chlorella sp. ArM0029B,5257482
Desulfobulbus sp. IS6,5289059
Pedobacter daechungensis,35557
Trichodina meretricis,330683
Pandora dipterigena,702059
Spumella sp. TGS1,4029333
Geobacter sp. T33,412370
Tomentella sp. EDM19,957364
Adhaeribacter sp. enrichment culture clone Lpl1-269,None
Geopora cf. cooperi SOC 1603,346303
Variovorax paradoxus,386911
Cortinarius hemitrichus,748423
Protoperidinium monovelum,597392
Thermoprotei,820306
Pacispora scintillans,817866
Entylomatales,754235
Methylobacterium sp. Pao14,5636538
Zwicknia bifrons,549953
Koliellaceae,4734292
Euplotida,850186
Blastopirellula marina,839886
Agrobacterium vitis,263879
[Candida] haemulonis,804235
Mucilaginibacter ginsenosidivorax,1010814
Bacillus cereus,5284557
Cladophora albida,891543
Holophaga foetida,754689
Akashiwo sanguinea,83477
Lepiota nigrescentipes,749821
Tomentella sp.,86142
Lepiota farinolens,533589
Oribatula sakamorii,3529008
Entomophthorales,887960
Polarella glacialis,1088460
Denitrovibrio acetiphilus,915520
Wenyingzhuangia marina,113890
Pseudoalteromonas sp. BSi20570,598308
Nocardioidaceae,856867
Cystobasidiales,679586
Rudaea sp. URHD0100,5912939
Hyphodontia arguta,829904
Clytia sp. 1 SL-2013,5231761
Clostridium sp. strain S6,629197
Ornatilinea apprima,291274
Plocamium maggsiae,921446
Bracteacoccus sp. WB18,5401266
Pseudocamaropycnis pini,6377535
Microthoracidae,1023410
Aureimonas endophytica,7023666
Pinnularia cf. microstauron,895536
Paenibacillus sp. V42.16_dash,5894332
Hymenobacter pallidus,5614011
